#
# set of common names: surnames / female / male
#
# format:  id(uuid),name,isa,alternatives csv list(optional)
#

# common first names and surnames
aaa411ef-182c-44bf-a59d-01b667031e75,Abbee,woman
8932629c-60b0-4a32-82b6-6bbe514185bf,Abbey,woman
55d923b6-9662-429f-8427-897f622790dc,Abbi,woman
e3a94f96-7d71-499e-88ec-dc74a4720298,Abbie,woman
3deba95e-3d15-4cea-b684-f39d74e4206d,Abby,woman
dedf9be5-6ae4-4cc8-9f01-000ef009bd58,Abigail,woman
30686db4-23ad-4a53-b25f-7e2c838c2a57,Ada,woman
e7fbb0dc-fb7c-4d5f-965a-3107178a1038,Ada,woman
0b1b595e-4dcd-4f71-b900-2384bd90697f,Adah,woman
2aa2177f-a7e8-4dcf-9f06-7a34e36eb11b,Adalie,woman
aee6b327-4b0b-47b2-bcf5-b813652d9938,Adaline,woman
2b71e59a-3fbd-4bb9-acd0-a98f5fd4fc90,Adamantia,woman
29f9c2ff-30d0-4335-8c8a-e574dd82a658,Adana,woman
38407d0c-ec2f-4d7e-b656-01e7ce3eeabf,Adda,woman
4d94fd41-0e9e-4c6b-833e-deaa3a27012b,Addie,woman
5a9bed69-f495-479f-8847-7900bc5f3ad6,Addolorata,woman
afafa191-7f43-4936-90a6-7e69f0ff4e81,Ade,woman
b7ccc72b-a4c6-4a59-a6c9-664d155e079d,Adel,woman
0751de21-e37c-4ced-b9ea-45559832bbb2,Adela,woman
ce79a787-8fa0-4673-a594-98f36bc2965e,Adelaida,woman
6c029dd4-0950-4993-b372-1b6cd9eb9245,Adele,woman
d6150b69-01ab-4ca5-965a-81e75856753f,Adelene,woman
a08301fe-0f36-4dd8-bcdb-7b75c3f137a8,Adelia,woman
2c4cf00f-0103-450e-9862-8b6ab2dc5329,Adelie,woman
ac71e504-902c-4eaa-a3d2-badd9dc23d4f,Adelina,woman
f60b58f2-4640-4c00-b539-4afdde5c08b3,Adeline,woman
51892223-70e4-442e-885e-54287f0001b7,Adell,woman
a832b04c-1553-4383-b66e-eac47ed3d469,Adella,woman
1f08118f-a6ad-4d9c-992a-90c1a8408268,Adelle,woman
2ba5791a-a7a8-485a-9db1-95a1c7118007,Adelyn,woman
dfe5a825-3157-48c8-a202-c7a27c2c73d4,Adena,woman
85ab0f5d-7014-4584-8850-8349c4b88c6c,Adina,woman
d7a2d28d-d6ca-46e0-84a7-86ea69100395,Adra,woman
20bc0d6b-5ea1-46d4-8b57-fd0e62001b25,Adrastea,woman
4a7b19d9-70ac-4946-90cc-02426d1968aa,Adria,woman
8c0c26be-c23b-417d-b788-1f6d69e27ace,Adriana,woman
bfde3cb2-5b5c-4f28-9b4b-b536790577df,Adrianah,woman
f7e85c78-07ef-49ff-8960-481352a93c82,Adriane,woman
9fc896b1-915d-499c-b772-d819644d96ec,Adrianna,woman
edc051a6-bd2e-4906-b0df-855fd15061eb,Adriannah,woman
e63f23f3-4aa4-46e6-a2f6-a1628ee8273d,Adrianne,woman
ffb608de-a9c0-4254-9269-0cbe2a90e4e7,Adriene,woman
192f4aa4-7539-4f7d-8a7c-0619086af16c,Adrienne,woman
137d2b6d-9392-4874-adc8-81c1ed7cdb17,Agatha,woman
c8d49d97-663e-4b13-bb2a-96c46dfd37a8,Agnes,woman
d4dfce32-a0af-4887-bbaa-be7bd7e2f09a,Agnus,woman
5812eba1-4614-4ff6-8a0e-677dd2b4b677,Agripina,woman
4068a262-efc1-4f1f-b5f3-3b78d76b7c05,Agueda,woman
cc9530ff-d880-48a3-a7b4-aa4d6bead9b1,Agustina,woman
7225137b-13bf-43c8-914b-54ae4ccda185,Aida,woman
c6ca04ff-628a-4614-88d4-1fe0d7df44f8,Aide,woman
886ed074-8823-4af5-843c-5b405d5a9734,Aiko,woman
81778fc4-66f5-41ff-a70a-0533fddf7b7d,Aileen,woman
ebe5f268-d5a4-47dd-b0db-06dd90a36bfd,Ailene,woman
c3ce8bd0-0359-41af-8040-1797534f56b4,Aimee,woman
