# origin specialist-lexicon
derate:vbp|derated:vbd|derate:vb|derating:vbg|derated:vbn|derates:vbz
postosmicate:vbp|postosmicated:vbd|postosmicate:vb|postosmicating:vbg|postosmicated:vbn|postosmicates:vbz
hypermineralise:vbp|hypermineralised:vbd|hypermineralise:vb|hypermineralising:vbg|hypermineralised:vbn|hypermineralises:vbz
undulate:vbp|undulated:vbd|undulate:vb|undulating:vbg|undulated:vbn|undulates:vbz
regrow:vbp|regrew:vbd|regrow:vb|regrowing:vbg|regrown:vbn|regrows:vbz
empty:vbp|emptied:vbd|empty:vb|emptying:vbg|emptied:vbn|empties:vbz
goof:vbp|goofed:vbd|goof:vb|goofing:vbg|goofed:vbn|goofs:vbz
rechristen:vbp|rechristened:vbd|rechristen:vb|rechristening:vbg|rechristened:vbn|rechristens:vbz
bonderize:vbp|bonderized:vbd|bonderize:vb|bonderizing:vbg|bonderized:vbn|bonderizes:vbz
reproduce:vbp|reproduced:vbd|reproduce:vb|reproducing:vbg|reproduced:vbn|reproduces:vbz
huddle:vbp|huddled:vbd|huddle:vb|huddling:vbg|huddled:vbn|huddles:vbz
factionalise:vbp|factionalised:vbd|factionalise:vb|factionalising:vbg|factionalised:vbn|factionalises:vbz
subsaturate:vbp|subsaturated:vbd|subsaturate:vb|subsaturating:vbg|subsaturated:vbn|subsaturates:vbz
romp:vbp|romped:vbd|romp:vb|romping:vbg|romped:vbn|romps:vbz
transphosphorylate:vbp|transphosphorylated:vbd|transphosphorylate:vb|transphosphorylating:vbg|transphosphorylated:vbn|transphosphorylates:vbz
excerebrate:vbp|excerebrated:vbd|excerebrate:vb|excerebrating:vbg|excerebrated:vbn|excerebrates:vbz
federate:vbp|federated:vbd|federate:vb|federating:vbg|federated:vbn|federates:vbz
disperse:vbp|dispersed:vbd|disperse:vb|dispersing:vbg|dispersed:vbn|disperses:vbz
hæmoagglutinate:vbp|hæmoagglutinated:vbd|hæmoagglutinate:vb|hæmoagglutinating:vbg|hæmoagglutinated:vbn|hæmoagglutinates:vbz
pre-dilate:vbp|pre-dilated:vbd|pre-dilate:vb|pre-dilating:vbg|pre-dilated:vbn|pre-dilates:vbz
mothproof:vbp|mothproofed:vbd|mothproof:vb|mothproofing:vbg|mothproofed:vbn|mothproofs:vbz
axenise:vbp|axenised:vbd|axenise:vb|axenising:vbg|axenised:vbn|axenises:vbz
self-objectify:vbp|self-objectified:vbd|self-objectify:vb|self-objectifying:vbg|self-objectified:vbn|self-objectifies:vbz
re-think:vbp|re-thought:vbd|re-think:vb|re-thinking:vbg|re-thought:vbn|re-thinks:vbz
glace:vbp|glaced:vbd|glace:vb|glacing:vbg|glaced:vbn|glaces:vbz
systemise:vbp|systemised:vbd|systemise:vb|systemising:vbg|systemised:vbn|systemises:vbz
opsonify:vbp|opsonified:vbd|opsonify:vb|opsonifying:vbg|opsonified:vbn|opsonifies:vbz
prelocalize:vbp|prelocalized:vbd|prelocalize:vb|prelocalizing:vbg|prelocalized:vbn|prelocalizes:vbz
handwrite:vbp|handwrited:vbd|handwrite:vb|handwriting:vbg|handwrited:vbn|handwrites:vbz
levitate:vbp|levitated:vbd|levitate:vb|levitating:vbg|levitated:vbn|levitates:vbz
depurate:vbp|depurated:vbd|depurate:vb|depurating:vbg|depurated:vbn|depurates:vbz
extirpate:vbp|extirpated:vbd|extirpate:vb|extirpating:vbg|extirpated:vbn|extirpates:vbz
inter-chelate:vbp|inter-chelated:vbd|inter-chelate:vb|inter-chelating:vbg|inter-chelated:vbn|inter-chelates:vbz
concretise:vbp|concretised:vbd|concretise:vb|concretising:vbg|concretised:vbn|concretises:vbz
exocytose:vbp|exocytosed:vbd|exocytose:vb|exocytosing:vbg|exocytosed:vbn|exocytoses:vbz
pretest:vbp|pretested:vbd|pretest:vb|pretesting:vbg|pretested:vbn|pretests:vbz
retro-pulse:vbp|retro-pulsed:vbd|retro-pulse:vb|retro-pulsing:vbg|retro-pulsed:vbn|retro-pulses:vbz
euthanise:vbp|euthanised:vbd|euthanise:vb|euthanising:vbg|euthanised:vbn|euthanises:vbz
importune:vbp|importuned:vbd|importune:vb|importuning:vbg|importuned:vbn|importunes:vbz
satinize:vbp|satinized:vbd|satinize:vb|satinizing:vbg|satinized:vbn|satinizes:vbz
preincorporate:vbp|preincorporated:vbd|preincorporate:vb|preincorporating:vbg|preincorporated:vbn|preincorporates:vbz
de-ribosylate:vbp|de-ribosylated:vbd|de-ribosylate:vb|de-ribosylating:vbg|de-ribosylated:vbn|de-ribosylates:vbz
ascend:vbp|ascended:vbd|ascend:vb|ascending:vbg|ascended:vbn|ascends:vbz
undercount:vbp|undercounted:vbd|undercount:vb|undercounting:vbg|undercounted:vbn|undercounts:vbz
re-resect:vbp|re-resected:vbd|re-resect:vb|re-resecting:vbg|re-resected:vbn|re-resects:vbz
rope:vbp|roped:vbd|rope:vb|roping:vbg|roped:vbn|ropes:vbz
bobsled:vbp|bobsledded:vbd|bobsled:vb|bobsledding:vbg|bobsledded:vbn|bobsleds:vbz
reindict:vbp|reindicted:vbd|reindict:vb|reindicting:vbg|reindicted:vbn|reindicts:vbz
embody:vbp|embodied:vbd|embody:vb|embodying:vbg|embodied:vbn|embodies:vbz
pre-chew:vbp|pre-chewed:vbd|pre-chew:vb|pre-chewing:vbg|pre-chewed:vbn|pre-chews:vbz
cross sensitize:vbp|cross sensitized:vbd|cross sensitize:vb|cross sensitizing:vbg|cross sensitized:vbn|cross sensitizes:vbz
welter:vbp|weltered:vbd|welter:vb|weltering:vbg|weltered:vbn|welters:vbz
hyperinfect:vbp|hyperinfected:vbd|hyperinfect:vb|hyperinfecting:vbg|hyperinfected:vbn|hyperinfects:vbz
root:vbp|rooted:vbd|root:vb|rooting:vbg|rooted:vbn|roots:vbz
tip-toe:vbp|tip-toed:vbd|tip-toe:vb|tip-toeing:vbg|tip-toed:vbn|tip-toes:vbz
cross-correlate:vbp|cross-correlated:vbd|cross-correlate:vb|cross-correlating:vbg|cross-correlated:vbn|cross-correlates:vbz
bronchodilate:vbp|bronchodilated:vbd|bronchodilate:vb|bronchodilating:vbg|bronchodilated:vbn|bronchodilates:vbz
multiply:vbp|multiplied:vbd|multiply:vb|multiplying:vbg|multiplied:vbn|multiplies:vbz
predevelope:vbp|predeveloped:vbd|predevelope:vb|predeveloping:vbg|predeveloped:vbn|predevelopes:vbz
roof:vbp|roofed:vbd|roof:vb|roofing:vbg|roofed:vbn|roofs:vbz
reenforce:vbp|reenforced:vbd|reenforce:vb|reenforcing:vbg|reenforced:vbn|reenforces:vbz
raffle:vbp|raffled:vbd|raffle:vb|raffling:vbg|raffled:vbn|raffles:vbz
rook:vbp|rooked:vbd|rook:vb|rooking:vbg|rooked:vbn|rooks:vbz
room:vbp|roomed:vbd|room:vb|rooming:vbg|roomed:vbn|rooms:vbz
better:vbp|bettered:vbd|better:vb|bettering:vbg|bettered:vbn|betters:vbz
refold:vbp|refolded:vbd|refold:vb|refolding:vbg|refolded:vbn|refolds:vbz
jellify:vbp|jellified:vbd|jellify:vb|jellifying:vbg|jellified:vbn|jellifies:vbz
puncture:vbp|punctured:vbd|puncture:vb|puncturing:vbg|punctured:vbn|punctures:vbz
disinvest:vbp|disinvested:vbd|disinvest:vb|disinvesting:vbg|disinvested:vbn|disinvests:vbz
co-expose:vbp|co-exposed:vbd|co-expose:vb|co-exposing:vbg|co-exposed:vbn|co-exposes:vbz
bestride:vbp|betrode:vbd|bestride:vb|bestriding:vbg|bestridden:vbn|bestrides:vbz
coact:vbp|coacted:vbd|coact:vb|coacting:vbg|coacted:vbn|coacts:vbz
pile:vbp|piled:vbd|pile:vb|piling:vbg|piled:vbn|piles:vbz
nitpick:vbp|nitpicked:vbd|nitpick:vb|nitpicking:vbg|nitpicked:vbn|nitpicks:vbz
reinclude:vbp|reincluded:vbd|reinclude:vb|reincluding:vbg|reincluded:vbn|reincludes:vbz
fraternise:vbp|fraternised:vbd|fraternise:vb|fraternising:vbg|fraternised:vbn|fraternises:vbz
pill:vbp|pilled:vbd|pill:vb|pilling:vbg|pilled:vbn|pills:vbz
reparalyze:vbp|reparalyzed:vbd|reparalyze:vb|reparalyzing:vbg|reparalyzed:vbn|reparalyzes:vbz
automatise:vbp|automatised:vbd|automatise:vb|automatising:vbg|automatised:vbn|automatises:vbz
re-encounter:vbp|re-encountered:vbd|re-encounter:vb|re-encountering:vbg|re-encountered:vbn|re-encounters:vbz
field test:vbp|field tested:vbd|field test:vb|field testing:vbg|field tested:vbn|field tests:vbz
coadd:vbp|coadded:vbd|coadd:vb|coadding:vbg|coadded:vbn|coadds:vbz
abreact:vbp|abreacted:vbd|abreact:vb|abreacting:vbg|abreacted:vbn|abreacts:vbz
burlesque:vbp|burlesqued:vbd|burlesque:vb|burlesquing:vbg|burlesqued:vbn|burlesques:vbz
restrengthen:vbp|restrengthened:vbd|restrengthen:vb|restrengthening:vbg|restrengthened:vbn|restrengthens:vbz
foreignize:vbp|foreignized:vbd|foreignize:vb|foreignizing:vbg|foreignized:vbn|foreignizes:vbz
flop:vbp|flopped:vbd|flop:vb|flopping:vbg|flopped:vbn|flops:vbz
flow:vbp|flowed:vbd|flow:vb|flowing:vbg|flowed:vbn|flows:vbz
order:vbp|ordered:vbd|order:vb|ordering:vbg|ordered:vbn|orders:vbz
flox:vbp|floxed:vbd|flox:vb|floxing:vbg|floxed:vbn|floxes:vbz
hyper-rotate:vbp|hyper-rotated:vbd|hyper-rotate:vb|hyper-rotating:vbg|hyper-rotated:vbn|hyper-rotates:vbz
misspell:vbp|misspelled:vbd|misspell:vb|misspelling:vbg|misspelled:vbn|misspells:vbz
desufflate:vbp|desufflated:vbd|desufflate:vb|desufflating:vbg|desufflated:vbn|desufflates:vbz
underrecognize:vbp|underrecognized:vbd|underrecognize:vb|underrecognizing:vbg|underrecognized:vbn|underrecognizes:vbz
floc:vbp|flocced:vbd|floc:vb|floccing:vbg|flocced:vbn|flocs:vbz
gore:vbp|gored:vbd|gore:vb|goring:vbg|gored:vbn|gores:vbz
flog:vbp|flogged:vbd|flog:vb|flogging:vbg|flogged:vbn|flogs:vbz
reform:vbp|reformed:vbd|reform:vb|reforming:vbg|reformed:vbn|reforms:vbz
remit:vbp|remitted:vbd|remit:vb|remitting:vbg|remitted:vbn|remits:vbz
under-code:vbp|under-coded:vbd|under-code:vb|under-coding:vbg|under-coded:vbn|under-codes:vbz
re-attain:vbp|re-attained:vbd|re-attain:vb|re-attaining:vbg|re-attained:vbn|re-attains:vbz
ensue:vbp|ensued:vbd|ensue:vb|ensuing:vbg|ensued:vbn|ensues:vbz
administrate:vbp|administrated:vbd|administrate:vb|administrating:vbg|administrated:vbn|administrates:vbz
coach:vbp|coached:vbd|coach:vb|coaching:vbg|coached:vbn|coaches:vbz
remix:vbp|remixed:vbd|remix:vb|remixing:vbg|remixed:vbn|remixes:vbz
superprecipitate:vbp|superprecipitated:vbd|superprecipitate:vb|superprecipitating:vbg|superprecipitated:vbn|superprecipitates:vbz
pink:vbp|pinked:vbd|pink:vb|pinking:vbg|pinked:vbn|pinks:vbz
pine:vbp|pined:vbd|pine:vb|pining:vbg|pined:vbn|pines:vbz
pellet:vbp|pelleted:vbd|pellet:vb|pelleting:vbg|pelleted:vbn|pellets:vbz
vaso-dilate:vbp|vaso-dilated:vbd|vaso-dilate:vb|vaso-dilating:vbg|vaso-dilated:vbn|vaso-dilates:vbz
denucleate:vbp|denucleated:vbd|denucleate:vb|denucleating:vbg|denucleated:vbn|denucleates:vbz
ping:vbp|pinged:vbd|ping:vb|pinging:vbg|pinged:vbn|pings:vbz
podsolize:vbp|podsolized:vbd|podsolize:vb|podsolizing:vbg|podsolized:vbn|podsolizes:vbz
stagger:vbp|staggered:vbd|stagger:vb|staggering:vbg|staggered:vbn|staggers:vbz
psycho-analyze:vbp|psycho-analyzed:vbd|psycho-analyze:vb|psycho-analyzing:vbg|psycho-analyzed:vbn|psycho-analyzes:vbz
instantiate:vbp|instantiated:vbd|instantiate:vb|instantiating:vbg|instantiated:vbn|instantiates:vbz
exponentiate:vbp|exponentiated:vbd|exponentiate:vb|exponentiating:vbg|exponentiated:vbn|exponentiates:vbz
reobliterate:vbp|reobliterated:vbd|reobliterate:vb|reobliterating:vbg|reobliterated:vbn|reobliterates:vbz
dihydroxylate:vbp|dihydroxylated:vbd|dihydroxylate:vb|dihydroxylating:vbg|dihydroxylated:vbn|dihydroxylates:vbz
predesign:vbp|predesigned:vbd|predesign:vb|predesigning:vbg|predesigned:vbn|predesigns:vbz
overtighten:vbp|overtightened:vbd|overtighten:vb|overtightening:vbg|overtightened:vbn|overtightens:vbz
mislabel:vbp|mislabeled:vbd|mislabel:vb|mislabeling:vbg|mislabeled:vbn|mislabels:vbz
ladle:vbp|ladled:vbd|ladle:vb|ladling:vbg|ladled:vbn|ladles:vbz
represcribe:vbp|represcribed:vbd|represcribe:vb|represcribing:vbg|represcribed:vbn|represcribes:vbz
pind:vbp|pinded:vbd|pind:vb|pinding:vbg|pinded:vbn|pinds:vbz
euthanize:vbp|euthanized:vbd|euthanize:vb|euthanizing:vbg|euthanized:vbn|euthanizes:vbz
concretize:vbp|concretized:vbd|concretize:vb|concretizing:vbg|concretized:vbn|concretizes:vbz
photocrosslink:vbp|photocrosslinked:vbd|photocrosslink:vb|photocrosslinking:vbg|photocrosslinked:vbn|photocrosslinks:vbz
avail:vbp|availed:vbd|avail:vb|availing:vbg|availed:vbn|avails:vbz
laparotomize:vbp|laparotomized:vbd|laparotomize:vb|laparotomizing:vbg|laparotomized:vbn|laparotomizes:vbz
pre detect:vbp|pre detected:vbd|pre detect:vb|pre detecting:vbg|pre detected:vbn|pre detects:vbz
impoverish:vbp|impoverished:vbd|impoverish:vb|impoverishing:vbg|impoverished:vbn|impoverishes:vbz
question:vbp|questioned:vbd|question:vb|questioning:vbg|questioned:vbn|questions:vbz
dehemoglobinize:vbp|dehemoglobinized:vbd|dehemoglobinize:vb|dehemoglobinizing:vbg|dehemoglobinized:vbn|dehemoglobinizes:vbz
offload:vbp|offloaded:vbd|offload:vb|offloading:vbg|offloaded:vbn|offloads:vbz
pimp:vbp|pimped:vbd|pimp:vb|pimping:vbg|pimped:vbn|pimps:vbz
picture:vbp|pictured:vbd|picture:vb|picturing:vbg|pictured:vbn|pictures:vbz
misspend:vbp|misspent:vbd|misspend:vb|misspending:vbg|misspent:vbn|misspends:vbz
pyridoxylate:vbp|pyridoxylated:vbd|pyridoxylate:vb|pyridoxylating:vbg|pyridoxylated:vbn|pyridoxylates:vbz
reequip:vbp|reequipped:vbd|reequip:vb|reequipping:vbg|reequipped:vbn|reequips:vbz
overanticoagulate:vbp|overanticoagulated:vbd|overanticoagulate:vb|overanticoagulating:vbg|overanticoagulated:vbn|overanticoagulates:vbz
allatectomize:vbp|allatectomized:vbd|allatectomize:vb|allatectomizing:vbg|allatectomized:vbn|allatectomizes:vbz
resurrect:vbp|resurrected:vbd|resurrect:vb|resurrecting:vbg|resurrected:vbn|resurrects:vbz
over-graft:vbp|over-grafted:vbd|over-graft:vb|over-grafting:vbg|over-grafted:vbn|over-grafts:vbz
coo:vbp|cooed:vbd|coo:vb|cooing:vbg|cooed:vbn|coos:vbz
con:vbp|conned:vbd|con:vb|conning:vbg|conned:vbn|cons:vbz
phonemicize:vbp|phonemicized:vbd|phonemicize:vb|phonemicizing:vbg|phonemicized:vbn|phonemicizes:vbz
arabicize:vbp|arabicized:vbd|arabicize:vb|arabicizing:vbg|arabicized:vbn|arabicizes:vbz
cow:vbp|cowed:vbd|cow:vb|cowing:vbg|cowed:vbn|cows:vbz
quack:vbp|quacked:vbd|quack:vb|quacking:vbg|quacked:vbn|quacks:vbz
pre-record:vbp|pre-recorded:vbd|pre-record:vb|pre-recording:vbg|pre-recorded:vbn|pre-records:vbz
rediagnose:vbp|rediagnosed:vbd|rediagnose:vb|rediagnosing:vbg|rediagnosed:vbn|rediagnoses:vbz
dihalogenate:vbp|dihalogenated:vbd|dihalogenate:vb|dihalogenating:vbg|dihalogenated:vbn|dihalogenates:vbz
bruise:vbp|bruised:vbd|bruise:vb|bruising:vbg|bruised:vbn|bruises:vbz
pacify:vbp|pacified:vbd|pacify:vb|pacifying:vbg|pacified:vbn|pacifies:vbz
gown:vbp|gowned:vbd|gown:vb|gowning:vbg|gowned:vbn|gowns:vbz
pre-target:vbp|pre-targeted:vbd|pre-target:vb|pre-targeting:vbg|pre-targeted:vbn|pre-targets:vbz
rove:vbp|roved:vbd|rove:vb|roving:vbg|roved:vbn|roves:vbz
pipe:vbp|piped:vbd|pipe:vb|piping:vbg|piped:vbn|pipes:vbz
decrystallize:vbp|decrystallized:vbd|decrystallize:vb|decrystallizing:vbg|decrystallized:vbn|decrystallizes:vbz
post-sample:vbp|post-sampled:vbd|post-sample:vb|post-sampling:vbg|post-sampled:vbn|post-samples:vbz
scrummage:vbp|scrummaged:vbd|scrummage:vb|scrummaging:vbg|scrummaged:vbn|scrummages:vbz
presolubilise:vbp|presolubilised:vbd|presolubilise:vb|presolubilising:vbg|presolubilised:vbn|presolubilises:vbz
hypermineralize:vbp|hypermineralized:vbd|hypermineralize:vb|hypermineralizing:vbg|hypermineralized:vbn|hypermineralizes:vbz
rout:vbp|routed:vbd|rout:vb|routing:vbg|routed:vbn|routs:vbz
reaggregate:vbp|reaggregated:vbd|reaggregate:vb|reaggregating:vbg|reaggregated:vbn|reaggregates:vbz
reincarcerate:vbp|reincarcerated:vbd|reincarcerate:vb|reincarcerating:vbg|reincarcerated:vbn|reincarcerates:vbz
photodamage:vbp|photodamaged:vbd|photodamage:vb|photodamaging:vbg|photodamaged:vbn|photodamages:vbz
cross sensitise:vbp|cross sensitised:vbd|cross sensitise:vb|cross sensitising:vbg|cross sensitised:vbn|cross sensitises:vbz
colonoscope:vbp|colonoscoped:vbd|colonoscope:vb|colonoscoping:vbg|colonoscoped:vbn|colonoscopes:vbz
chicken:vbp|chickened:vbd|chicken:vb|chickening:vbg|chickened:vbn|chickens:vbz
indurate:vbp|indurated:vbd|indurate:vb|indurating:vbg|indurated:vbn|indurates:vbz
blindfold:vbp|blindfolded:vbd|blindfold:vb|blindfolding:vbg|blindfolded:vbn|blindfolds:vbz
mishandle:vbp|mishandled:vbd|mishandle:vb|mishandling:vbg|mishandled:vbn|mishandles:vbz
muscle:vbp|muscled:vbd|muscle:vb|muscling:vbg|muscled:vbn|muscles:vbz
replot:vbp|replotted:vbd|replot:vb|replotting:vbg|replotted:vbn|replots:vbz
anthropomorphize:vbp|anthropomorphized:vbd|anthropomorphize:vb|anthropomorphizing:vbg|anthropomorphized:vbn|anthropomorphizes:vbz
becalm:vbp|becalmed:vbd|becalm:vb|becalming:vbg|becalmed:vbn|becalms:vbz
reinform:vbp|reinformed:vbd|reinform:vb|reinforming:vbg|reinformed:vbn|reinforms:vbz
colonoscopy:vbp|colonoscopied:vbd|colonoscopy:vb|colonoscopying:vbg|colonoscopied:vbn|colonoscopies:vbz
plantarflex:vbp|plantarflexed:vbd|plantarflex:vb|plantarflexing:vbg|plantarflexed:vbn|plantarflexes:vbz
prelocalise:vbp|prelocalised:vbd|prelocalise:vb|prelocalising:vbg|prelocalised:vbn|prelocalises:vbz
sibmate:vbp|sibmated:vbd|sibmate:vb|sibmating:vbg|sibmated:vbn|sibmates:vbz
pre-depolarise:vbp|pre-depolarised:vbd|pre-depolarise:vb|pre-depolarising:vbg|pre-depolarised:vbn|pre-depolarises:vbz
overactivate:vbp|overactivated:vbd|overactivate:vb|overactivating:vbg|overactivated:vbn|overactivates:vbz
dehypnotise:vbp|dehypnotised:vbd|dehypnotise:vb|dehypnotising:vbg|dehypnotised:vbn|dehypnotises:vbz
cry:vbp|cried:vbd|cry:vb|crying:vbg|cried:vbn|cries:vbz
de-escalate:vbp|de-escalated:vbd|de-escalate:vb|de-escalating:vbg|de-escalated:vbn|de-escalates:vbz
mispronounce:vbp|mispronounced:vbd|mispronounce:vb|mispronouncing:vbg|mispronounced:vbn|mispronounces:vbz
counterpose:vbp|counterposed:vbd|counterpose:vb|counterposing:vbg|counterposed:vbn|counterposes:vbz
harness:vbp|harnessed:vbd|harness:vb|harnessing:vbg|harnessed:vbn|harnesses:vbz
re-attach:vbp|re-attached:vbd|re-attach:vb|re-attaching:vbg|re-attached:vbn|re-attaches:vbz
sketch:vbp|sketched:vbd|sketch:vb|sketching:vbg|sketched:vbn|sketches:vbz
unbuild:vbp|unbuilt:vbd|unbuild:vb|unbuilding:vbg|unbuilt:vbn|unbuilds:vbz
fatten:vbp|fattened:vbd|fatten:vb|fattening:vbg|fattened:vbn|fattens:vbz
strum:vbp|strummed:vbd|strum:vb|strumming:vbg|strummed:vbn|strums:vbz
dezincify:vbp|dezincified:vbd|dezincify:vb|dezincifying:vbg|dezincified:vbn|dezincifies:vbz
telepathize:vbp|telepathized:vbd|telepathize:vb|telepathizing:vbg|telepathized:vbn|telepathizes:vbz
over-stabilize:vbp|over-stabilized:vbd|over-stabilize:vb|over-stabilizing:vbg|over-stabilized:vbn|over-stabilizes:vbz
pity:vbp|pitied:vbd|pity:vb|pitying:vbg|pitied:vbn|pities:vbz
co-encapsulate:vbp|co-encapsulated:vbd|co-encapsulate:vb|co-encapsulating:vbg|co-encapsulated:vbn|co-encapsulates:vbz
sulfonylate:vbp|sulfonylated:vbd|sulfonylate:vb|sulfonylating:vbg|sulfonylated:vbn|sulfonylates:vbz
rectify:vbp|rectified:vbd|rectify:vb|rectifying:vbg|rectified:vbn|rectifies:vbz
reassert:vbp|reasserted:vbd|reassert:vb|reasserting:vbg|reasserted:vbn|reasserts:vbz
clusterise:vbp|clusterised:vbd|clusterise:vb|clusterising:vbg|clusterised:vbn|clusterises:vbz
pith:vbp|pithed:vbd|pith:vb|pithing:vbg|pithed:vbn|piths:vbz
pre-melt:vbp|pre-melted:vbd|pre-melt:vb|pre-melting:vbg|pre-melted:vbn|pre-melts:vbz
strut:vbp|strutted:vbd|strut:vb|strutting:vbg|strutted:vbn|struts:vbz
